latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.606327,-5.32135,111.0,3600,Europe/London,BST

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C)
2017-10-22T15:00,23.6,63,16.1,24.6,0.00,0.00,1022.1,1009.1,10,0,0,33,0.40,1.09,10.6,13.8,72,75,29.9,23.3
2017-10-22T16:00,23.2,67,16.6,24.0,0.00,0.00,1021.8,1008.8,19,0,0,63,0.32,0.95,10.4,13.6,76,79,29.5,23.3
2017-10-22T17:00,22.3,70,16.6,23.3,0.00,0.00,1021.8,1008.8,14,0,0,45,0.21,0.80,9.1,12.3,81,83,28.1,23.0
2017-10-22T18:00,20.7,81,17.3,22.5,0.00,0.00,1021.9,1008.8,0,0,0,0,0.09,0.47,5.5,10.3,67,78,23.8,22.3
2017-10-22T19:00,18.2,94,17.3,20.2,0.00,0.00,1022.2,1009.0,5,0,0,16,0.01,0.12,4.2,10.0,59,75,14.4,21.0
2017-10-22T20:00,18.1,97,17.6,20.2,0.00,0.00,1022.6,1009.4,15,15,0,6,0.00,0.06,4.5,10.5,61,74,12.6,20.0
2017-10-22T21:00,17.9,98,17.5,20.0,0.00,0.00,1023.0,1009.8,20,22,0,0,0.00,0.05,4.7,11.9,81,88,13.7,19.3
2017-10-22T22:00,18.1,98,17.7,20.1,0.00,0.00,1022.9,1009.7,21,7,0,48,0.00,0.05,5.1,13.1,82,99,14.8,18.9
2017-10-22T23:00,18.3,97,17.8,20.3,0.00,0.00,1023.1,1009.9,1,1,0,0,0.00,0.07,5.7,13.0,72,87,16.2,18.7
2017-10-23T00:00,18.0,96,17.4,19.7,0.00,0.00,1023.1,1009.9,26,1,0,83,0.00,0.08,6.3,14.1,77,84,17.6,18.4
2017-10-23T01:00,18.0,96,17.3,19.7,0.00,0.00,1023.0,1009.8,14,15,0,2,0.00,0.09,6.9,16.2,84,89,18.7,18.6
2017-10-23T02:00,18.3,95,17.5,19.7,0.00,0.00,1022.5,1009.3,25,28,0,0,0.00,0.11,9.4,19.1,86,89,23.0,18.6
2017-10-23T03:00,18.5,95,17.6,19.6,0.00,0.00,1022.3,1009.1,36,40,0,0,0.00,0.12,11.2,20.9,92,94,26.6,18.7
2017-10-23T04:00,18.4,94,17.4,19.5,0.00,0.00,1022.1,1008.9,44,44,0,14,0.00,0.13,10.9,20.7,96,98,27.4,18.7
2017-10-23T05:00,18.4,93,17.3,19.5,0.00,0.00,1021.9,1008.7,34,38,0,0,0.00,0.14,10.2,19.4,98,101,26.6,18.7
2017-10-23T06:00,18.2,94,17.1,19.4,0.00,0.00,1021.9,1008.7,31,34,0,0,0.00,0.13,9.4,19.0,94,100,25.2,18.7
2017-10-23T07:00,18.1,95,17.3,19.4,0.00,0.00,1021.9,1008.7,23,25,0,1,0.00,0.11,9.4,18.4,90,94,23.8,18.6
2017-10-23T08:00,18.3,95,17.5,19.5,0.00,0.00,1022.1,1008.9,28,31,0,0,0.02,0.11,10.5,19.7,98,99,25.6,18.6
2017-10-23T09:00,19.4,89,17.6,20.1,0.00,0.00,1022.5,1009.3,32,35,0,0,0.06,0.24,14.4,22.4,103,105,33.1,18.9
2017-10-23T10:00,20.4,82,17.2,20.5,0.00,0.00,1022.8,1009.7,37,41,0,0,0.15,0.43,17.0,24.6,107,108,41.4,19.5
2017-10-23T11:00,21.3,75,16.6,21.0,0.00,0.00,1022.8,1009.7,33,37,0,0,0.24,0.65,18.2,25.7,104,105,45.0,20.3
2017-10-23T12:00,21.8,72,16.4,21.3,0.00,0.00,1022.6,1009.6,34,38,0,0,0.32,0.74,18.6,25.9,99,99,46.4,21.1
2017-10-23T13:00,21.7,72,16.4,21.4,0.00,0.00,1022.9,1009.8,60,67,0,0,0.36,0.74,20.2,28.6,95,96,49.3,22.0
2017-10-23T14:00,22.0,71,16.5,21.3,0.00,0.00,1022.4,1009.4,77,86,0,0,0.35,0.77,21.7,30.8,96,97,53.3,22.3
2017-10-23T15:00,21.6,74,16.9,20.9,0.10,0.10,1021.8,1008.8,43,48,0,0,0.31,0.66,21.4,30.6,98,99,54.0,22.4
2017-10-23T16:00,21.2,76,16.9,20.7,0.00,0.00,1021.4,1008.3,43,48,0,0,0.25,0.60,20.2,29.4,101,102,52.9,22.3
2017-10-23T17:00,20.8,79,17.0,20.4,0.00,0.00,1021.4,1008.3,39,43,0,0,0.17,0.53,19.6,29.1,104,105,50.0,22.0
2017-10-23T18:00,19.9,85,17.4,20.3,0.00,0.00,1021.5,1008.4,25,28,0,0,0.08,0.34,16.0,26.0,104,107,47.9,21.5
2017-10-23T19:00,19.1,91,17.6,19.6,0.00,0.00,1021.5,1008.3,22,24,0,0,0.03,0.21,15.6,27.1,105,107,40.3,20.9
2017-10-23T20:00,19.2,93,18.0,19.8,0.00,0.00,1021.8,1008.6,29,32,0,0,0.00,0.15,16.0,27.8,104,107,39.6,20.4
2017-10-23T21:00,19.1,94,18.0,19.8,0.00,0.00,1022.0,1008.8,21,23,0,0,0.00,0.14,15.0,26.2,100,103,39.6,20.2
2017-10-23T22:00,19.0,95,18.1,19.9,0.00,0.00,1022.3,1009.1,22,24,0,0,0.00,0.11,14.4,25.2,94,99,37.4,19.9
2017-10-23T23:00,18.9,95,18.1,19.8,0.00,0.00,1022.4,1009.2,47,52,0,0,0.00,0.11,14.4,25.0,93,96,35.6,19.8
2017-10-24T00:00,18.9,95,18.2,19.7,0.00,0.00,1022.2,1009.0,37,41,0,0,0.00,0.10,15.1,26.0,90,96,36.4,19.7
2017-10-24T01:00,19.1,94,18.1,19.7,0.00,0.00,1022.1,1008.9,31,34,0,0,0.00,0.14,16.2,27.4,91,95,38.2,20.0
2017-10-24T02:00,18.9,94,17.9,19.4,0.00,0.00,1021.8,1008.6,31,34,0,0,0.00,0.13,16.6,28.3,94,97,39.6,19.8
2017-10-24T03:00,18.8,95,17.9,19.2,0.00,0.00,1021.6,1008.4,40,44,0,0,0.00,0.12,17.0,29.1,95,99,41.0,19.6
2017-10-24T04:00,18.7,94,17.7,19.1,0.00,0.00,1021.4,1008.2,41,46,0,0,0.00,0.13,16.3,28.2,96,100,41.4,19.5
2017-10-24T05:00,18.6,94,17.6,19.1,0.00,0.00,1021.1,1007.9,36,40,0,0,0.00,0.13,15.6,27.0,97,100,40.0,19.4
2017-10-24T06:00,18.5,94,17.5,19.0,0.00,0.00,1021.3,1008.1,23,26,0,0,0.00,0.13,14.9,26.7,97,100,38.2,19.3
2017-10-24T07:00,18.4,93,17.3,18.9,0.00,0.00,1021.3,1008.1,17,19,0,0,0.00,0.14,14.2,25.6,97,101,37.4,19.2
2017-10-24T08:00,18.4,92,17.1,18.8,0.00,0.00,1021.7,1008.5,7,8,0,0,0.02,0.17,14.9,25.9,97,100,37.1,19.1
2017-10-24T09:00,19.5,86,17.0,19.7,0.00,0.00,1022.5,1009.4,14,15,0,0,0.07,0.32,16.0,25.6,98,100,39.6,19.4
2017-10-24T10:00,20.4,78,16.5,19.6,0.00,0.00,1022.9,1009.8,26,29,0,0,0.16,0.53,21.3,31.6,101,101,51.1,20.0
2017-10-24T11:00,21.2,73,16.1,19.9,0.00,0.00,1022.9,1009.8,68,76,0,0,0.25,0.69,23.2,33.9,102,102,56.5,20.6
2017-10-24T12:00,21.5,71,16.1,20.1,0.00,0.00,1022.6,1009.5,61,68,0,0,0.30,0.74,24.2,34.9,101,102,58.3,21.3
2017-10-24T13:00,21.5,70,15.9,20.7,0.00,0.00,1022.5,1009.4,48,53,0,0,0.35,0.77,21.7,30.7,102,104,59.4,22.0
2017-10-24T14:00,21.7,69,15.7,20.8,0.00,0.00,1022.1,1009.1,50,55,0,0,0.35,0.82,21.0,29.5,102,103,54.0,22.4
2017-10-24T15:00,21.6,69,15.7,20.6,0.00,0.00,1021.6,1008.6,39,43,0,0,0.33,0.79,20.5,28.9,100,101,52.2,22.6
2017-10-24T16:00,21.2,71,15.7,20.3,0.00,0.00,1021.5,1008.4,45,50,0,0,0.28,0.73,19.7,27.8,99,100,51.1,22.5
2017-10-24T17:00,20.6,74,15.7,19.9,0.00,0.00,1021.6,1008.5,58,65,0,0,0.20,0.64,18.2,26.3,99,100,48.6,22.2
2017-10-24T18:00,19.7,80,16.2,19.6,0.00,0.00,1022.0,1008.9,16,18,0,0,0.09,0.45,15.2,24.7,95,98,43.9,21.6
2017-10-24T19:00,18.8,87,16.5,19.2,0.00,0.00,1022.1,1008.9,12,13,0,0,0.03,0.29,13.4,24.4,95,98,36.7,20.9
2017-10-24T20:00,18.5,90,16.8,19.1,0.00,0.00,1022.2,1009.0,11,12,0,0,0.00,0.22,12.3,23.4,95,100,32.8,20.3
2017-10-24T21:00,18.2,92,16.8,18.9,0.00,0.00,1022.5,1009.3,8,9,0,0,0.00,0.18,12.0,22.8,97,102,31.0,19.9
2017-10-24T22:00,18.1,93,16.9,18.9,0.00,0.00,1022.7,1009.5,9,10,0,0,0.00,0.15,11.6,22.2,97,103,30.2,19.6
2017-10-24T23:00,17.9,93,16.8,18.9,0.00,0.00,1022.9,1009.7,7,8,0,0,0.00,0.14,10.2,20.3,100,103,29.2,19.4
2017-10-25T00:00,17.6,95,16.8,18.7,0.00,0.00,1022.5,1009.3,12,13,0,0,0.00,0.10,9.1,19.1,97,101,27.0,19.1
2017-10-25T01:00,17.8,94,16.9,18.7,0.00,0.00,1022.5,1009.3,26,29,0,0,0.00,0.11,10.9,21.0,98,102,24.5,19.5
2017-10-25T02:00,17.9,94,16.9,18.8,0.00,0.00,1022.4,1009.2,25,28,0,0,0.00,0.13,10.9,20.9,98,101,27.7,19.3
2017-10-25T03:00,18.1,91,16.6,18.9,0.00,0.00,1022.3,1009.1,40,44,0,0,0.00,0.19,10.8,20.6,92,95,27.0,19.2
2017-10-25T04:00,18.2,88,16.2,18.8,0.00,0.00,1022.2,1009.0,50,56,0,0,0.00,0.25,11.2,21.0,92,96,27.4,19.1
2017-10-25T05:00,18.1,89,16.2,18.7,0.00,0.00,1021.9,1008.7,38,42,0,0,0.00,0.23,10.5,20.1,96,99,27.4,19.0
2017-10-25T06:00,17.8,91,16.3,18.6,0.00,0.00,1021.8,1008.6,25,28,0,0,0.00,0.19,9.8,19.3,96,99,25.6,18.9
2017-10-25T07:00,18.0,88,16.0,18.5,0.00,0.00,1021.7,1008.5,44,49,0,0,0.00,0.24,10.5,20.0,96,98,25.6,18.8
2017-10-25T08:00,18.2,87,16.0,18.7,0.00,0.00,1022.0,1008.8,51,57,0,0,0.03,0.27,11.2,20.7,96,97,26.6,18.8
2017-10-25T09:00,19.2,83,16.2,19.2,0.00,0.00,1022.5,1009.3,58,64,0,0,0.07,0.39,15.2,22.2,97,98,36.0,19.1
2017-10-25T10:00,20.1,78,16.2,20.0,0.00,0.00,1022.9,1009.8,68,75,0,0,0.15,0.51,15.6,22.6,97,98,38.9,19.7
2017-10-25T11:00,21.1,74,16.3,20.8,0.00,0.00,1023.2,1010.1,75,83,0,0,0.24,0.64,16.9,23.8,91,93,42.5,20.5
2017-10-25T12:00,21.5,73,16.4,21.3,0.00,0.00,1023.1,1010.0,63,70,0,0,0.31,0.70,17.3,24.1,88,89,44.3,21.2
2017-10-25T13:00,21.6,69,15.7,21.5,0.00,0.00,1023.5,1010.4,49,54,0,0,0.38,0.79,17.6,24.5,89,90,46.4,21.7
2017-10-25T14:00,21.8,68,15.6,21.5,0.00,0.00,1023.2,1010.1,42,47,0,0,0.37,0.83,17.6,24.8,89,91,45.4,22.2
2017-10-25T15:00,21.6,69,15.7,21.3,0.00,0.00,1022.8,1009.7,51,57,0,0,0.35,0.80,17.3,24.2,91,93,45.4,22.5
2017-10-25T16:00,21.1,72,15.9,20.8,0.00,0.00,1022.7,1009.6,59,66,0,0,0.27,0.70,16.3,23.2,95,96,43.6,22.5
2017-10-25T17:00,20.5,76,16.1,20.5,0.00,0.00,1022.7,1009.6,47,52,0,0,0.18,0.58,14.9,21.5,97,99,41.0,22.1
2017-10-25T18:00,19.4,85,16.8,20.3,0.00,0.00,1022.8,1009.6,14,16,0,0,0.07,0.34,10.5,17.3,94,95,36.7,21.5
2017-10-25T19:00,18.0,94,17.0,19.3,0.00,0.00,1023.0,1009.8,14,15,0,0,0.01,0.13,8.3,17.7,92,96,26.6,20.6
2017-10-25T20:00,17.9,95,17.1,19.2,0.00,0.00,1023.5,1010.3,23,26,0,0,0.00,0.10,9.0,19.5,95,95,23.4,20.0
2017-10-25T21:00,18.0,97,17.6,19.3,0.00,0.00,1023.9,1010.7,27,30,0,0,0.00,0.06,10.4,20.9,90,93,26.3,19.6
2017-10-25T22:00,18.3,98,17.9,19.6,0.00,0.00,1024.3,1011.1,22,25,0,0,0.00,0.05,11.2,21.3,90,94,28.4,19.5
2017-10-25T23:00,18.3,97,17.8,19.5,0.00,0.00,1024.3,1011.1,24,27,0,0,0.00,0.07,11.2,21.3,92,96,28.8,19.4
2017-10-26T00:00,18.2,97,17.7,19.3,0.00,0.00,1024.1,1010.9,29,32,0,0,0.00,0.06,11.2,21.3,94,96,28.8,19.3
2017-10-26T01:00,18.3,97,17.7,19.4,0.00,0.00,1024.3,1011.1,21,23,0,0,0.00,0.07,11.9,22.1,93,96,28.8,19.2
2017-10-26T02:00,18.1,97,17.6,19.1,0.00,0.00,1024.0,1010.8,28,31,0,0,0.00,0.07,11.9,22.4,92,95,30.2,19.1
2017-10-26T03:00,18.1,96,17.5,19.2,0.00,0.00,1023.7,1010.5,28,31,0,0,0.00,0.08,11.5,22.1,94,96,29.9,19.1
2017-10-26T04:00,18.0,96,17.4,19.1,0.00,0.00,1023.5,1010.3,12,13,0,0,0.00,0.08,10.9,20.7,96,98,29.2,19.0
2017-10-26T05:00,17.8,95,17.0,18.8,0.00,0.00,1023.2,1010.0,14,15,0,0,0.00,0.09,10.5,20.4,96,98,28.1,18.9
2017-10-26T06:00,17.7,95,17.0,18.7,0.00,0.00,1023.3,1010.1,13,14,0,0,0.00,0.09,10.5,20.2,94,95,27.4,18.8
2017-10-26T07:00,17.7,96,17.0,18.5,0.00,0.00,1023.4,1010.2,14,15,0,0,0.00,0.09,11.2,21.3,94,95,28.4,18.7
2017-10-26T08:00,17.8,96,17.1,18.8,0.00,0.00,1023.7,1010.5,14,15,0,0,0.01,0.09,11.2,21.6,92,94,28.8,18.6
2017-10-26T09:00,19.0,90,17.4,19.7,0.00,0.00,1024.1,1010.9,15,17,0,0,0.05,0.21,13.3,21.3,93,95,33.5,18.9
2017-10-26T10:00,20.0,83,17.1,20.4,0.00,0.00,1024.5,1011.4,14,16,0,0,0.14,0.40,14.8,22.0,91,94,38.5,19.5
2017-10-26T11:00,21.0,76,16.7,21.0,0.00,0.00,1024.7,1011.6,14,15,0,0,0.24,0.59,16.2,23.1,90,93,42.1,20.3
2017-10-26T12:00,21.6,73,16.6,21.4,0.00,0.00,1024.8,1011.7,31,34,0,0,0.31,0.69,17.0,23.9,94,96,43.9,21.1
2017-10-26T13:00,21.3,74,16.5,21.1,0.00,0.00,1024.3,1011.2,37,41,0,0,0.33,0.66,17.7,25.4,96,97,45.4,21.4
2017-10-26T14:00,21.8,72,16.6,21.8,0.00,0.00,1023.7,1010.6,30,33,0,0,0.36,0.72,18.1,25.7,95,96,47.5,22.0
2017-10-26T15:00,21.7,71,16.3,21.3,0.00,0.00,1023.5,1010.4,57,63,0,0,0.32,0.74,17.3,24.6,94,95,47.2,22.3
2017-10-26T16:00,21.5,72,16.3,21.3,0.00,0.00,1023.4,1010.3,67,74,0,0,0.27,0.72,16.6,23.9,95,97,44.6,22.4
2017-10-26T17:00,20.7,81,17.3,21.1,0.00,0.00,1023.5,1010.4,33,37,0,0,0.16,0.47,14.8,21.3,93,95,42.8,22.1
2017-10-26T18:00,19.7,87,17.4,20.6,0.00,0.00,1023.7,1010.5,22,24,0,0,0.07,0.31,11.9,20.6,90,96,37.4,21.5
2017-10-26T19:00,18.5,93,17.3,19.6,0.00,0.00,1024.0,1010.8,14,15,0,0,0.02,0.15,10.1,20.6,92,96,31.7,20.8
2017-10-26T20:00,18.3,96,17.6,19.6,0.00,0.00,1024.5,1011.3,12,13,0,0,0.00,0.09,10.4,21.3,88,92,27.7,20.2
2017-10-26T21:00,18.3,97,17.8,19.5,0.00,0.00,1024.7,1011.5,24,27,0,0,0.00,0.07,11.5,22.4,88,94,29.5,19.8
2017-10-26T22:00,18.3,95,17.6,19.3,0.00,0.00,1025.0,1011.8,15,17,0,0,0.00,0.10,11.9,23.1,90,94,30.6,19.6
2017-10-26T23:00,18.4,97,17.9,19.5,0.00,0.00,1025.3,1012.1,51,57,0,0,0.00,0.07,12.2,23.1,92,94,31.3,19.4
2017-10-27T00:00,18.6,98,18.4,19.9,0.00,0.00,1025.1,1011.9,54,60,0,0,0.00,0.03,12.6,22.7,87,88,31.3,19.4
2017-10-27T01:00,18.9,98,18.5,20.1,0.00,0.00,1025.2,1012.0,53,59,0,1,0.00,0.05,13.4,22.4,82,84,32.4,19.8
2017-10-27T02:00,18.8,97,18.3,20.0,0.00,0.00,1025.0,1011.8,66,50,0,71,0.00,0.06,12.4,21.0,80,83,32.0,19.7
2017-10-27T03:00,18.7,97,18.3,20.0,0.00,0.00,1024.7,1011.5,61,43,0,75,0.00,0.06,12.5,21.1,78,82,30.6,19.6
2017-10-27T04:00,18.6,96,18.0,19.8,0.00,0.00,1024.4,1011.2,57,35,0,84,0.00,0.08,12.4,21.4,80,82,31.0,19.5
2017-10-27T05:00,18.4,96,17.8,19.5,0.00,0.00,1024.2,1011.0,58,38,0,78,0.00,0.08,12.3,21.7,85,85,31.3,19.3
2017-10-27T06:00,18.2,97,17.7,19.5,0.00,0.00,1024.2,1011.0,44,24,0,73,0.00,0.07,10.1,19.1,90,90,29.9,19.2
2017-10-27T07:00,18.1,97,17.5,19.6,0.00,0.00,1024.2,1011.0,54,47,0,38,0.00,0.07,8.0,16.6,95,92,25.6,19.1
2017-10-27T08:00,18.3,94,17.3,19.8,0.00,0.00,1024.6,1011.4,59,64,0,5,0.02,0.12,8.0,16.6,95,94,21.6,19.0
2017-10-27T09:00,19.3,88,17.3,20.6,0.00,0.00,1025.0,1011.8,73,81,0,0,0.04,0.26,9.0,16.6,92,94,23.8,19.3
2017-10-27T10:00,20.4,81,17.0,20.8,0.00,0.00,1025.6,1012.5,55,61,0,0,0.13,0.46,14.0,20.5,91,92,34.2,19.8
2017-10-27T11:00,21.1,77,16.8,21.2,0.00,0.00,1025.8,1012.7,49,54,0,0,0.22,0.58,15.5,21.6,89,90,39.6,20.5
2017-10-27T12:00,21.9,71,16.5,21.8,0.00,0.00,1025.6,1012.5,48,53,0,0,0.31,0.75,16.2,22.0,87,89,41.4,21.3
2017-10-27T13:00,21.9,74,17.0,22.4,0.00,0.00,1025.2,1012.1,58,65,0,0,0.35,0.69,15.8,21.6,91,94,42.5,21.7
2017-10-27T14:00,22.1,72,16.9,22.8,0.00,0.00,1024.5,1011.4,14,15,0,0,0.37,0.74,15.5,20.9,90,93,41.8,22.4
2017-10-27T15:00,21.8,75,17.1,22.4,0.00,0.00,1023.8,1010.7,3,3,0,0,0.34,0.66,14.8,20.5,84,89,40.7,22.7
2017-10-27T16:00,21.2,79,17.4,21.8,0.00,0.00,1023.7,1010.6,8,5,0,13,0.27,0.52,14.2,19.9,81,85,39.2,22.7
2017-10-27T17:00,20.4,83,17.5,21.1,0.00,0.00,1023.9,1010.8,49,37,0,52,0.17,0.40,13.8,19.9,81,84,37.4,22.3
2017-10-27T18:00,19.4,91,17.8,20.7,0.00,0.00,1024.0,1010.8,62,39,0,91,0.06,0.21,10.7,17.6,76,79,35.3,21.6
2017-10-27T19:00,18.5,97,18.0,20.3,0.00,0.00,1024.1,1010.9,68,43,0,96,0.01,0.06,7.4,15.6,76,83,26.6,20.9
2017-10-27T20:00,18.5,98,18.1,20.4,0.00,0.00,1024.2,1011.0,66,42,0,95,0.00,0.05,8.0,15.5,85,91,20.5,20.4
2017-10-27T21:00,18.5,97,18.0,20.3,0.00,0.00,1024.1,1010.9,61,57,0,33,0.00,0.06,8.0,15.4,95,101,21.6,20.1
2017-10-27T22:00,18.4,97,17.9,20.3,0.00,0.00,1024.1,1010.9,71,52,0,81,0.00,0.06,6.8,14.1,90,103,20.9,19.8
2017-10-27T23:00,18.4,97,17.8,20.4,0.00,0.00,1023.9,1010.7,56,31,0,94,0.00,0.07,5.4,10.7,86,104,18.7,19.7
2017-10-28T00:00,18.0,97,17.4,20.1,0.00,0.00,1023.3,1010.1,35,16,2,64,0.00,0.07,4.0,9.1,85,97,15.8,19.4
2017-10-28T01:00,17.9,98,17.5,19.9,0.00,0.00,1022.7,1009.5,29,31,1,1,0.00,0.05,4.3,9.1,85,99,12.6,17.7
2017-10-28T02:00,16.8,99,16.6,18.7,0.00,0.00,1022.2,1008.9,31,32,0,8,0.00,0.02,2.9,7.9,90,106,13.3,17.8
2017-10-28T03:00,16.6,99,16.4,18.3,0.00,0.00,1021.7,1008.4,24,25,0,4,0.00,0.02,3.2,5.6,117,117,10.1,17.9
2017-10-28T04:00,16.5,97,16.0,18.2,0.00,0.00,1021.2,1007.9,34,14,0,72,0.00,0.06,2.7,4.8,157,132,9.4,17.9
2017-10-28T05:00,15.5,96,14.9,16.7,0.00,0.00,1021.1,1007.8,34,6,2,93,0.00,0.07,3.3,5.1,167,129,8.6,17.7
2017-10-28T06:00,16.5,89,14.7,17.8,0.00,0.00,1021.2,1007.9,34,6,0,96,0.00,0.21,2.1,4.2,149,110,8.6,17.8
2017-10-28T07:00,15.8,91,14.4,16.8,0.00,0.00,1021.3,1008.0,35,8,0,93,0.00,0.15,3.2,6.2,117,100,9.4,17.5
2017-10-28T08:00,16.1,90,14.4,17.1,0.00,0.00,1021.5,1008.2,36,12,0,85,0.01,0.18,2.8,9.2,130,116,11.2,17.4
2017-10-28T09:00,17.8,85,15.2,18.9,0.00,0.00,1021.8,1008.6,38,15,0,80,0.04,0.31,4.7,10.4,94,104,15.5,17.9
2017-10-28T10:00,19.3,86,16.9,20.3,0.00,0.00,1022.3,1009.1,35,13,0,79,0.13,0.31,10.0,13.2,77,79,25.9,18.7
2017-10-28T11:00,20.5,78,16.6,20.6,0.00,0.00,1022.8,1009.7,70,53,0,74,0.23,0.52,15.8,22.3,89,89,40.0,19.6
2017-10-28T12:00,21.1,75,16.5,20.8,0.00,0.00,1022.5,1009.4,64,60,0,33,0.29,0.63,17.6,24.5,89,92,45.0,20.5
2017-10-28T13:00,21.2,74,16.3,20.9,0.00,0.00,1022.2,1009.1,59,64,0,4,0.34,0.66,18.4,25.6,92,94,45.4,20.8
2017-10-28T14:00,21.1,74,16.2,20.6,0.00,0.00,1021.6,1008.5,37,41,0,0,0.33,0.66,19.1,26.7,91,92,48.6,21.4
2017-10-28T15:00,20.7,75,16.1,20.0,0.00,0.00,1021.1,1008.0,56,62,0,0,0.31,0.61,19.5,27.0,88,89,49.0,21.7
2017-10-28T16:00,20.5,75,16.0,19.9,0.00,0.00,1020.9,1007.8,87,97,0,0,0.24,0.59,18.4,25.9,90,92,48.2,21.7
2017-10-28T17:00,19.9,78,15.8,19.4,0.00,0.00,1021.0,1007.9,47,52,0,0,0.16,0.52,17.0,24.6,95,97,45.4,21.4
2017-10-28T18:00,18.8,82,15.7,18.7,0.00,0.00,1021.3,1008.1,15,17,0,0,0.08,0.39,14.0,22.1,102,102,41.8,20.8
2017-10-28T19:00,17.8,88,15.8,18.2,0.00,0.00,1021.6,1008.4,16,17,0,1,0.03,0.24,11.4,21.7,103,102,34.6,20.1
2017-10-28T20:00,17.4,92,16.1,17.9,0.00,0.00,1022.0,1008.8,7,7,0,3,0.00,0.16,11.3,21.9,97,99,29.2,19.4
2017-10-28T21:00,17.2,92,16.0,17.6,0.00,0.00,1022.0,1008.8,2,2,0,0,0.00,0.15,11.5,22.8,92,96,29.5,19.0
2017-10-28T22:00,17.2,91,15.8,17.5,0.00,0.00,1022.0,1008.8,4,4,0,0,0.00,0.17,11.9,22.8,90,95,29.5,18.7
2017-10-28T23:00,17.4,92,16.1,17.8,0.00,0.00,1022.1,1008.9,5,6,0,0,0.00,0.15,11.9,22.8,92,95,29.9,18.5
2017-10-29T00:00,17.5,93,16.3,17.8,0.00,0.00,1021.9,1008.7,17,19,0,0,0.00,0.15,13.0,24.3,95,96,32.0,18.4
2017-10-29T01:00,17.8,92,16.4,18.1,0.00,0.00,1021.4,1008.2,34,38,0,0,0.00,0.17,13.4,24.4,98,99,33.8,19.1
2017-10-29T02:00,17.8,93,16.7,18.3,0.00,0.00,1021.1,1007.9,22,25,0,0,0.00,0.14,13.1,23.7,98,100,33.1,18.9
2017-10-29T03:00,17.8,94,16.9,18.5,0.00,0.00,1020.7,1007.5,22,25,0,0,0.00,0.12,12.0,22.0,97,100,32.8,18.8
2017-10-29T04:00,17.7,95,16.9,18.6,0.00,0.00,1020.4,1007.2,18,20,0,0,0.00,0.10,11.3,20.5,97,100,29.5,18.7
2017-10-29T05:00,17.8,94,16.8,18.6,0.00,0.00,1020.6,1007.4,29,32,0,0,0.00,0.12,11.0,19.9,101,103,28.4,18.6
2017-10-29T06:00,17.5,93,16.3,18.3,0.00,0.00,1020.4,1007.2,26,29,0,0,0.00,0.15,9.8,18.7,114,113,27.7,18.5
2017-10-29T07:00,17.2,91,15.8,17.9,0.00,0.00,1020.5,1007.3,22,24,0,0,0.00,0.17,8.7,18.5,120,117,25.2,18.4
2017-10-29T08:00,17.1,91,15.5,17.8,0.00,0.00,1020.5,1007.3,14,16,0,0,0.02,0.18,8.0,18.2,117,117,23.4,18.1
2017-10-29T09:00,18.3,85,15.6,18.8,0.00,0.00,1020.4,1007.2,11,12,0,0,0.05,0.33,9.5,16.8,101,105,25.2,18.4
2017-10-29T10:00,19.4,77,15.3,19.2,0.00,0.00,1020.8,1007.7,14,16,0,0,0.15,0.51,13.3,19.1,92,94,34.6,19.0
2017-10-29T11:00,20.4,71,14.9,19.7,0.00,0.00,1020.9,1007.8,39,43,0,0,0.25,0.70,16.2,22.7,87,90,41.0,19.9
2017-10-29T12:00,21.1,72,15.7,20.8,0.00,0.00,1020.5,1007.4,32,35,0,0,0.32,0.71,15.8,22.0,89,92,42.1,20.7
2017-10-29T13:00,21.0,70,15.3,20.9,0.00,0.00,1019.8,1006.8,25,28,0,0,0.36,0.76,15.9,21.7,93,96,41.4,21.4
2017-10-29T14:00,21.2,69,15.3,21.0,0.00,0.00,1018.8,1005.8,23,26,0,0,0.36,0.78,15.5,21.3,90,93,41.4,21.9
2017-10-29T15:00,20.8,73,15.7,20.5,0.00,0.00,1018.4,1005.4,18,20,0,0,0.32,0.67,15.1,20.9,90,92,40.7,22.1
2017-10-29T16:00,20.5,74,15.7,20.3,0.00,0.00,1018.0,1005.0,22,24,0,0,0.26,0.64,15.1,20.9,90,92,39.2,22.0
2017-10-29T17:00,19.9,76,15.5,19.7,0.00,0.00,1017.9,1004.8,30,33,0,0,0.17,0.56,14.1,20.2,93,95,38.2,21.7
2017-10-29T18:00,18.8,83,15.8,19.2,0.00,0.00,1017.8,1004.7,17,19,0,0,0.07,0.37,10.8,18.4,92,96,34.9,21.0
2017-10-29T19:00,17.6,90,16.0,18.6,0.00,0.00,1018.0,1004.8,19,21,0,0,0.02,0.19,7.6,16.8,95,100,26.3,20.2
