latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.606327,-5.32135,111.0,3600,Europe/London,BST

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C)
2017-01-01T00:00,10.9,88,9.0,8.1,0.00,0.00,1028.5,1014.9,10,11,0,0,0.01,0.16,17.9,28.1,100,100,36.7,11.8
2017-01-01T01:00,11.0,77,7.1,8.8,0.00,0.00,1028.7,1015.1,4,4,0,0,0.01,0.30,10.3,21.9,115,110,27.0,11.7
2017-01-01T02:00,10.7,79,7.3,8.7,0.00,0.00,1028.3,1014.7,23,20,0,17,0.01,0.27,9.1,19.8,124,115,25.6,11.5
2017-01-01T03:00,10.0,82,7.2,8.3,0.00,0.00,1027.9,1014.2,26,19,0,30,0.00,0.22,7.2,17.4,127,117,22.7,11.2
2017-01-01T04:00,9.7,83,7.0,8.0,0.00,0.00,1027.5,1013.8,16,11,0,21,0.00,0.20,6.6,16.4,131,119,18.7,10.8
2017-01-01T05:00,9.5,83,6.7,7.8,0.00,0.00,1027.0,1013.3,38,25,0,51,0.00,0.21,6.4,16.5,133,122,18.0,10.6
2017-01-01T06:00,9.3,82,6.5,7.6,0.00,0.00,1026.5,1012.8,16,8,0,31,0.00,0.21,6.1,16.2,140,122,17.3,10.4
2017-01-01T07:00,9.0,82,6.2,7.2,0.00,0.00,1026.3,1012.6,29,19,0,41,0.00,0.20,6.4,16.4,142,123,16.6,10.2
2017-01-01T08:00,8.6,83,6.0,6.7,0.00,0.00,1026.3,1012.6,27,18,0,35,0.00,0.19,6.2,16.7,144,127,16.6,9.8
2017-01-01T09:00,8.9,83,6.1,7.1,0.00,0.00,1026.3,1012.6,24,10,0,50,0.02,0.20,5.9,16.2,137,127,16.9,9.6
2017-01-01T10:00,11.2,77,7.4,9.4,0.00,0.00,1026.6,1013.0,8,2,0,20,0.05,0.30,8.2,15.6,119,116,20.2,10.3
2017-01-01T11:00,12.8,70,7.4,10.5,0.00,0.00,1026.7,1013.2,3,2,0,5,0.14,0.45,11.0,15.9,109,108,28.1,11.3
2017-01-01T12:00,13.5,66,7.3,11.1,0.00,0.00,1026.3,1012.8,4,2,0,8,0.20,0.53,12.0,16.6,106,108,31.0,12.3
2017-01-01T13:00,13.9,65,7.5,11.5,0.00,0.00,1025.6,1012.2,4,4,0,0,0.25,0.56,12.1,16.7,102,104,31.7,13.2
2017-01-01T14:00,14.1,64,7.4,11.7,0.00,0.00,1024.6,1011.2,0,0,0,0,0.26,0.58,12.0,16.0,99,99,31.7,13.8
2017-01-01T15:00,14.0,64,7.2,11.6,0.00,0.00,1023.6,1010.2,0,0,0,0,0.24,0.58,11.3,15.3,97,98,31.3,14.1
2017-01-01T16:00,13.7,64,7.1,11.4,0.00,0.00,1023.3,1009.9,0,0,0,0,0.20,0.56,10.8,14.8,94,96,29.2,14.2
2017-01-01T17:00,13.1,68,7.4,11.1,0.00,0.00,1023.2,1009.8,0,0,0,0,0.13,0.48,9.5,13.9,99,100,27.4,13.9
2017-01-01T18:00,11.2,77,7.3,9.8,0.00,0.00,1023.0,1009.5,0,0,0,0,0.04,0.31,5.4,13.0,110,109,22.7,13.2
2017-01-01T19:00,8.8,84,6.3,6.9,0.00,0.00,1023.0,1009.4,2,0,4,0,0.02,0.18,6.6,11.2,112,111,13.3,11.9
2017-01-01T20:00,8.1,85,5.8,6.0,0.00,0.00,1023.1,1009.4,0,0,0,0,0.00,0.16,7.1,10.2,120,113,13.3,11.0
2017-01-01T21:00,7.5,87,5.4,5.3,0.00,0.00,1023.1,1009.4,0,0,0,0,0.00,0.14,7.0,9.7,145,121,12.6,10.2
2017-01-01T22:00,7.1,87,5.1,4.9,0.00,0.00,1023.1,1009.4,7,0,0,23,0.00,0.13,6.8,10.1,148,117,13.0,9.6
2017-01-01T23:00,6.9,87,4.9,4.6,0.00,0.00,1022.6,1008.9,16,0,0,54,0.00,0.13,7.4,12.1,129,107,14.4,9.2
2017-01-02T00:00,7.3,85,5.0,5.1,0.00,0.00,1022.2,1008.5,0,0,0,0,0.00,0.15,6.9,11.2,133,105,14.8,8.8
2017-01-02T01:00,8.5,83,5.7,6.5,0.00,0.00,1021.6,1008.0,7,0,0,24,0.00,0.19,6.1,9.3,152,103,13.7,8.4
2017-01-02T02:00,7.2,86,5.0,5.2,0.00,0.00,1021.3,1007.6,29,0,0,98,0.00,0.14,5.2,8.4,155,100,11.5,8.2
2017-01-02T03:00,6.2,88,4.4,4.0,0.00,0.00,1021.1,1007.4,29,0,0,98,0.00,0.11,5.9,8.8,166,109,11.5,8.0
2017-01-02T04:00,6.6,87,4.6,4.4,0.00,0.00,1020.6,1006.9,29,0,0,97,0.00,0.13,6.3,11.0,156,109,13.0,7.9
2017-01-02T05:00,7.4,86,5.2,5.4,0.00,0.00,1019.9,1006.2,29,0,0,95,0.00,0.15,6.1,13.6,130,107,14.4,7.9
2017-01-02T06:00,7.9,85,5.5,6.0,0.00,0.00,1019.5,1005.9,28,0,0,92,0.00,0.17,5.9,14.5,128,113,15.1,7.9
2017-01-02T07:00,7.9,85,5.6,6.0,0.00,0.00,1019.5,1005.9,19,0,0,63,0.00,0.16,6.1,14.6,118,106,15.5,7.9
2017-01-02T08:00,7.4,87,5.3,5.2,0.00,0.00,1019.9,1006.2,12,0,0,39,0.00,0.14,6.8,14.6,122,106,16.2,7.7
2017-01-02T09:00,8.5,86,6.2,6.8,0.00,0.00,1019.9,1006.3,5,0,0,18,0.01,0.16,5.2,14.2,124,106,15.8,7.7
2017-01-02T10:00,11.5,82,8.5,10.1,0.00,0.00,1020.5,1007.0,16,3,0,43,0.05,0.25,7.0,13.7,111,104,17.3,8.7
2017-01-02T11:00,13.2,76,9.1,11.5,0.00,0.00,1021.2,1007.8,1,1,0,0,0.13,0.36,10.2,14.6,98,99,25.2,10.0
2017-01-02T12:00,14.1,74,9.6,12.4,0.00,0.00,1021.3,1007.9,5,4,0,4,0.19,0.41,11.7,16.4,99,99,29.9,11.3
2017-01-02T13:00,14.2,75,9.9,12.4,0.00,0.00,1021.4,1008.0,4,5,0,0,0.23,0.40,12.6,17.3,92,92,33.5,12.3
2017-01-02T14:00,14.7,73,9.8,12.8,0.00,0.00,1020.7,1007.4,30,33,0,0,0.24,0.46,12.6,17.3,92,92,33.5,13.0
2017-01-02T15:00,14.6,73,9.8,12.8,0.00,0.00,1020.4,1007.1,36,40,0,0,0.22,0.45,12.2,16.6,92,94,33.1,13.4
2017-01-02T16:00,14.2,75,9.9,12.6,0.00,0.00,1020.6,1007.2,37,26,0,44,0.18,0.40,11.3,15.3,97,98,31.3,13.6
2017-01-02T17:00,13.6,78,9.9,12.2,0.00,0.00,1020.7,1007.3,36,15,0,75,0.12,0.34,10.0,14.5,103,104,28.1,13.4
2017-01-02T18:00,11.8,87,9.7,10.9,0.00,0.00,1021.0,1007.5,28,3,0,83,0.03,0.18,5.7,13.4,108,110,24.1,12.8
2017-01-02T19:00,9.9,91,8.5,8.7,0.00,0.00,1021.4,1007.8,27,0,0,91,0.01,0.11,5.5,12.6,113,110,13.7,11.7
2017-01-02T20:00,8.7,92,7.5,7.1,0.00,0.00,1021.9,1008.3,29,0,0,98,0.00,0.08,6.8,11.5,122,110,13.0,10.8
2017-01-02T21:00,8.6,91,7.2,7.0,0.00,0.00,1022.5,1008.8,27,0,0,91,0.00,0.10,6.6,9.9,135,109,13.3,10.1
2017-01-02T22:00,9.3,88,7.4,7.9,0.00,0.00,1022.9,1009.3,29,0,0,97,0.00,0.14,5.2,8.2,146,105,12.2,9.5
2017-01-02T23:00,10.8,83,8.1,9.8,0.00,0.00,1023.2,1009.6,21,0,0,69,0.00,0.22,3.8,6.6,163,99,10.1,9.0
2017-01-03T00:00,10.5,84,7.8,9.6,0.00,0.00,1023.4,1009.8,26,0,0,87,0.00,0.21,2.2,6.2,189,80,8.3,8.6
2017-01-03T01:00,10.8,80,7.5,9.8,0.00,0.00,1023.7,1010.1,23,0,0,76,0.00,0.26,2.9,5.8,187,90,6.8,8.6
2017-01-03T02:00,9.6,78,5.9,8.2,0.00,0.00,1023.5,1009.9,25,0,0,82,0.00,0.27,2.6,5.0,196,90,7.2,8.3
2017-01-03T03:00,10.6,71,5.5,9.1,0.00,0.00,1023.5,1009.9,21,0,0,71,0.00,0.38,2.9,6.6,180,77,7.6,8.0
2017-01-03T04:00,11.0,72,6.1,9.6,0.00,0.00,1023.9,1010.3,25,0,0,82,0.00,0.37,2.9,6.8,180,72,7.2,7.6
2017-01-03T05:00,10.5,72,5.7,9.1,0.00,0.00,1023.9,1010.3,26,0,0,86,0.00,0.36,2.6,5.4,196,86,7.2,7.5
2017-01-03T06:00,6.4,83,3.8,4.5,0.00,0.00,1023.7,1009.9,25,0,0,84,0.00,0.16,3.1,5.0,216,90,8.3,7.5
2017-01-03T07:00,6.8,75,2.7,4.9,0.00,0.00,1024.1,1010.3,26,0,0,87,0.00,0.24,1.8,4.0,233,90,8.3,7.5
2017-01-03T08:00,6.3,73,1.9,4.3,0.00,0.00,1024.6,1010.8,26,0,0,85,0.00,0.26,1.8,4.0,233,90,9.0,7.5
2017-01-03T09:00,6.5,71,1.7,4.4,0.00,0.00,1025.1,1011.3,26,0,0,87,0.01,0.28,1.8,4.0,233,85,9.0,7.4
2017-01-03T10:00,9.3,76,5.2,7.9,0.00,0.00,1025.7,1012.0,26,0,0,87,0.04,0.28,1.6,4.4,243,81,9.4,8.2
2017-01-03T11:00,12.7,74,8.1,12.1,0.00,0.00,1026.4,1012.9,25,0,0,84,0.12,0.39,0.5,4.7,45,90,9.7,9.5
2017-01-03T12:00,15.1,70,9.6,14.5,0.00,0.00,1026.5,1013.1,25,0,0,84,0.19,0.52,3.4,4.3,72,95,11.5,11.0
2017-01-03T13:00,16.5,69,10.7,16.1,0.00,0.00,1026.1,1012.8,27,0,0,91,0.26,0.59,4.0,4.1,63,75,13.7,11.5
2017-01-03T14:00,17.3,69,11.5,17.2,0.00,0.00,1025.5,1012.2,28,0,0,92,0.28,0.61,3.9,3.7,56,61,13.3,13.0
2017-01-03T15:00,17.3,75,12.8,17.7,0.00,0.00,1025.2,1011.9,29,0,0,96,0.25,0.50,3.9,3.9,56,56,13.7,13.9
2017-01-03T16:00,17.0,81,13.6,17.5,0.00,0.00,1025.3,1012.0,27,0,0,90,0.20,0.37,4.3,4.6,66,72,13.7,14.4
2017-01-03T17:00,16.1,86,13.8,16.7,0.00,0.00,1025.7,1012.4,27,0,0,91,0.12,0.25,4.5,5.1,76,94,13.0,14.4
2017-01-03T18:00,14.3,92,12.9,14.6,0.00,0.00,1025.9,1012.5,27,0,0,90,0.03,0.14,4.0,3.6,80,135,9.7,13.7
2017-01-03T19:00,14.1,93,12.9,14.8,0.00,0.00,1026.2,1012.8,30,0,0,100,0.01,0.12,1.3,2.6,214,214,7.2,12.2
2017-01-03T20:00,12.4,89,10.6,12.1,0.00,0.00,1026.7,1013.2,29,0,0,97,0.00,0.16,3.1,3.7,234,241,6.8,11.2
2017-01-03T21:00,9.0,86,6.9,7.6,0.00,0.00,1027.0,1013.3,23,0,0,77,0.00,0.16,4.6,4.0,231,243,9.0,10.4
2017-01-03T22:00,8.6,77,4.8,6.7,0.00,0.00,1027.1,1013.4,28,0,0,93,0.00,0.25,4.3,4.0,228,243,9.7,9.9
2017-01-03T23:00,8.6,65,2.4,6.4,0.00,0.00,1027.2,1013.5,26,0,0,87,0.00,0.39,3.3,2.8,229,230,9.4,9.4
2017-01-04T00:00,8.4,59,0.9,5.9,0.00,0.00,1027.1,1013.4,23,0,0,76,0.01,0.45,3.8,2.9,229,210,10.8,9.1
2017-01-04T01:00,8.0,58,0.3,5.4,0.00,0.00,1027.3,1013.6,11,0,0,36,0.00,0.45,3.6,3.6,233,225,11.5,9.0
2017-01-04T02:00,8.1,56,-0.2,5.3,0.00,0.00,1027.1,1013.4,14,0,0,48,0.01,0.48,4.1,4.3,225,246,11.5,8.7
2017-01-04T03:00,8.0,57,-0.1,5.2,0.00,0.00,1026.8,1013.1,25,0,0,82,0.01,0.46,4.6,4.9,225,253,12.6,8.6
2017-01-04T04:00,7.8,57,-0.1,4.9,0.00,0.00,1026.9,1013.1,18,0,1,57,0.01,0.45,5.1,5.8,225,266,13.0,8.4
2017-01-04T05:00,7.6,58,-0.1,4.7,0.00,0.00,1026.8,1013.0,10,0,1,30,0.01,0.44,4.8,5.8,222,263,13.7,8.3
2017-01-04T06:00,7.2,59,-0.3,4.3,0.00,0.00,1026.4,1012.6,7,0,0,22,0.01,0.42,5.4,6.2,222,260,14.0,8.1
2017-01-04T07:00,6.9,59,-0.5,4.0,0.00,0.00,1026.5,1012.7,11,0,0,37,0.01,0.41,5.4,7.0,222,258,14.8,8.0
2017-01-04T08:00,6.8,59,-0.6,3.8,0.00,0.00,1026.8,1013.0,10,0,0,35,0.01,0.40,5.6,7.3,220,259,14.8,7.9
2017-01-04T09:00,7.0,62,0.2,4.1,0.00,0.00,1027.0,1013.2,21,0,0,71,0.03,0.38,6.1,8.1,225,257,15.5,7.9
2017-01-04T10:00,9.6,71,4.5,7.2,0.00,0.00,1027.3,1013.6,6,0,0,20,0.05,0.35,7.9,10.3,227,258,18.4,8.5
2017-01-04T11:00,14.7,58,6.5,12.8,0.00,0.00,1027.7,1014.3,2,0,0,8,0.15,0.71,7.5,11.5,235,256,19.1,9.9
2017-01-04T12:00,17.4,50,6.9,15.7,0.00,0.00,1027.5,1014.2,4,0,0,15,0.24,1.00,6.5,10.7,251,258,18.0,11.5
2017-01-04T13:00,18.2,52,8.1,16.4,0.00,0.00,1027.1,1013.8,0,0,0,0,0.29,1.02,9.4,13.7,272,272,22.7,12.6
2017-01-04T14:00,18.7,52,8.6,16.8,0.00,0.00,1026.2,1013.0,0,0,0,0,0.32,1.04,10.1,14.1,274,276,25.9,13.8
2017-01-04T15:00,18.6,52,8.7,16.7,0.00,0.00,1025.5,1012.3,0,0,0,0,0.30,1.02,10.8,15.5,268,270,27.0,14.5
2017-01-04T16:00,18.2,56,9.4,16.6,0.00,0.00,1025.1,1011.9,0,0,0,0,0.24,0.92,10.5,15.8,266,269,27.4,14.8
2017-01-04T17:00,17.1,64,10.2,15.9,0.00,0.00,1025.6,1012.3,0,0,0,0,0.15,0.71,9.0,16.6,265,269,25.2,14.7
2017-01-04T18:00,14.7,70,9.3,13.5,0.00,0.00,1025.6,1012.2,0,0,0,0,0.06,0.50,7.1,18.1,255,265,21.2,14.0
2017-01-04T19:00,13.1,74,8.5,11.7,0.00,0.00,1025.8,1012.3,0,0,0,0,0.03,0.39,7.2,18.6,243,261,18.4,12.7
2017-01-04T20:00,12.2,76,8.2,10.7,0.00,0.00,1026.0,1012.5,0,0,0,0,0.01,0.34,7.6,18.4,239,259,19.4,11.9
2017-01-04T21:00,10.9,82,7.9,9.4,0.00,0.00,1026.1,1012.5,0,0,0,0,0.00,0.23,6.8,16.6,238,257,19.1,11.2
2017-01-04T22:00,9.6,87,7.5,7.9,0.00,0.00,1026.1,1012.4,0,0,0,0,0.00,0.16,6.9,15.5,231,258,17.6,10.7
2017-01-04T23:00,8.6,89,7.0,6.8,0.00,0.00,1026.1,1012.4,0,0,0,0,0.00,0.12,7.7,15.3,229,255,18.7,10.3
2017-01-05T00:00,8.0,91,6.5,5.9,0.00,0.00,1026.0,1012.3,0,0,0,0,0.00,0.10,8.1,14.9,225,250,19.4,10.0
2017-01-05T01:00,8.7,87,6.6,6.4,0.00,0.00,1025.4,1011.7,0,0,0,0,0.00,0.15,9.9,18.2,226,245,20.5,9.1
2017-01-05T02:00,8.5,86,6.3,6.2,0.00,0.00,1025.0,1011.3,0,0,0,0,0.00,0.15,9.7,19.1,231,248,23.0,9.2
2017-01-05T03:00,8.2,89,6.5,6.0,0.00,0.00,1024.7,1011.0,0,0,0,0,0.00,0.12,9.4,18.4,230,247,23.0,9.3
2017-01-05T04:00,7.9,91,6.5,5.7,0.00,0.00,1024.6,1010.9,0,0,0,0,0.00,0.10,9.2,17.1,225,245,22.3,9.3
2017-01-05T05:00,7.7,93,6.6,5.5,0.00,0.00,1024.3,1010.6,0,0,0,0,0.00,0.08,9.7,16.8,225,242,22.3,9.2
2017-01-05T06:00,7.9,95,7.1,5.7,0.00,0.00,1023.9,1010.2,0,0,0,0,0.00,0.05,10.2,17.6,228,242,23.4,9.2
2017-01-05T07:00,8.0,97,7.5,5.8,0.00,0.00,1023.9,1010.2,4,4,0,0,0.00,0.04,10.5,18.7,229,242,24.5,9.2
2017-01-05T08:00,7.9,97,7.5,5.8,0.00,0.00,1023.8,1010.1,2,2,0,0,0.00,0.03,10.5,18.7,229,242,24.5,9.3
2017-01-05T09:00,8.7,96,8.1,6.6,0.00,0.00,1024.0,1010.3,6,7,0,0,0.01,0.05,11.2,19.7,230,242,25.6,9.4
2017-01-05T10:00,11.7,88,9.7,10.0,0.00,0.00,1024.0,1010.5,4,5,0,0,0.04,0.17,10.9,19.2,236,242,25.9,10.0
2017-01-05T11:00,14.6,81,11.3,13.7,0.00,0.00,1024.1,1010.7,3,3,0,0,0.12,0.32,9.2,16.4,244,244,25.6,11.1
2017-01-05T12:00,16.3,72,11.3,15.1,0.00,0.00,1023.7,1010.4,0,0,0,0,0.21,0.52,11.4,16.2,259,257,29.2,12.4
2017-01-05T13:00,17.4,67,11.2,15.9,0.00,0.00,1023.1,1009.9,0,0,0,0,0.27,0.66,13.1,18.2,262,261,29.9,13.8
2017-01-05T14:00,18.1,64,11.3,16.6,0.00,0.00,1022.2,1009.0,0,0,0,0,0.29,0.74,13.0,18.0,267,267,32.8,14.6
2017-01-05T15:00,18.0,65,11.4,16.5,0.00,0.00,1021.5,1008.3,0,0,0,0,0.27,0.72,13.4,19.1,265,267,33.5,15.1
2017-01-05T16:00,17.6,67,11.4,16.1,0.00,0.00,1021.7,1008.5,0,0,0,0,0.22,0.66,13.4,19.5,265,267,33.5,15.3
2017-01-05T17:00,16.6,72,11.5,15.2,0.00,0.00,1022.5,1009.2,0,0,0,0,0.15,0.53,12.4,19.6,262,264,32.4,15.1
2017-01-05T18:00,14.6,79,11.0,13.3,0.00,0.00,1023.0,1009.6,0,0,0,0,0.06,0.35,11.2,22.0,249,255,29.5,14.5
2017-01-05T19:00,13.0,85,10.5,11.8,0.00,0.00,1023.4,1009.9,0,0,0,0,0.02,0.23,9.5,20.7,241,247,26.3,13.6
2017-01-05T20:00,11.9,88,10.0,10.8,0.00,0.00,1023.5,1010.0,0,0,0,0,0.00,0.17,7.7,17.0,233,238,22.3,12.7
2017-01-05T21:00,10.6,91,9.2,9.4,0.00,0.00,1023.4,1009.8,0,0,0,0,0.00,0.11,6.9,14.1,227,232,18.7,12.0
2017-01-05T22:00,9.2,93,8.1,7.9,0.00,0.00,1023.4,1009.8,0,0,0,0,0.00,0.08,5.6,10.8,225,233,16.2,11.4
2017-01-05T23:00,7.5,97,7.1,6.1,0.00,0.00,1023.5,1009.8,1,1,0,0,0.00,0.03,4.6,6.4,231,243,14.0,10.9
2017-01-06T00:00,6.4,97,6.0,5.0,0.00,0.00,1023.5,1009.7,90,100,0,0,0.00,0.03,3.3,1.6,229,243,12.6,10.4
2017-01-06T01:00,6.7,97,6.2,5.4,0.00,0.00,1023.1,1009.3,90,100,0,0,0.00,0.03,2.3,3.6,231,96,10.8,10.0
2017-01-06T02:00,6.2,97,5.7,4.8,0.00,0.00,1023.0,1009.2,90,100,0,0,0.00,0.03,2.8,7.3,230,101,10.1,9.7
2017-01-06T03:00,7.0,96,6.4,5.8,0.00,0.00,1023.3,1009.6,29,32,0,0,0.00,0.04,2.5,9.6,225,103,10.1,9.6
2017-01-06T04:00,7.4,98,7.0,6.3,0.00,0.00,1023.6,1009.9,90,100,0,0,0.00,0.02,2.3,10.8,219,105,10.1,9.5
2017-01-06T05:00,7.4,98,7.1,6.4,0.00,0.00,1023.5,1009.8,90,100,0,0,0.00,0.02,2.0,10.5,225,98,9.7,9.4
2017-01-06T06:00,7.9,97,7.4,6.9,0.00,0.00,1023.7,1010.0,4,4,0,0,0.00,0.03,2.3,10.1,231,96,9.7,9.3
2017-01-06T07:00,9.4,94,8.5,8.4,0.00,0.00,1024.0,1010.4,21,23,0,0,0.00,0.07,4.7,12.3,189,93,12.6,9.3
2017-01-06T08:00,9.1,96,8.5,7.9,0.00,0.00,1024.3,1010.6,15,17,0,0,0.00,0.05,5.8,15.9,120,96,16.9,9.3
2017-01-06T09:00,11.8,93,10.7,10.8,0.00,0.00,1024.7,1011.2,12,13,0,0,0.01,0.09,8.3,20.2,108,101,20.9,9.6
2017-01-06T10:00,13.5,89,11.7,12.6,0.00,0.00,1025.0,1011.5,19,21,0,0,0.04,0.17,10.0,19.3,105,104,25.6,10.6
2017-01-06T11:00,15.2,80,11.7,13.7,0.00,0.00,1025.6,1012.2,37,41,0,0,0.12,0.35,14.1,21.2,103,105,33.5,11.7
2017-01-06T12:00,15.5,77,11.4,13.1,0.10,0.10,1025.5,1012.1,68,76,0,0,0.17,0.41,19.6,28.6,104,105,46.1,12.6
2017-01-06T13:00,15.6,74,11.1,12.8,0.20,0.20,1025.4,1012.0,65,72,0,0,0.21,0.46,21.8,31.8,99,100,52.2,13.2
2017-01-06T14:00,15.6,76,11.4,12.8,0.10,0.10,1024.8,1011.4,56,62,0,0,0.21,0.42,22.0,31.9,100,101,52.9,13.8
2017-01-06T15:00,15.4,78,11.5,12.8,0.10,0.10,1024.3,1010.9,49,52,0,6,0.18,0.39,21.0,30.9,97,98,52.6,14.0
2017-01-06T16:00,14.9,80,11.5,12.5,0.00,0.00,1024.6,1011.2,51,44,0,37,0.15,0.34,19.6,29.4,96,97,50.8,14.1
2017-01-06T17:00,14.5,82,11.4,12.4,0.00,0.00,1025.4,1012.0,41,41,0,15,0.10,0.30,17.0,27.2,96,97,47.2,14.0
2017-01-06T18:00,13.9,81,10.7,11.8,0.00,0.00,1025.5,1012.1,36,38,0,6,0.06,0.30,16.3,27.5,95,96,42.5,13.7
2017-01-06T19:00,13.4,85,10.9,11.2,0.00,0.00,1025.8,1012.3,35,29,0,31,0.04,0.24,17.0,29.7,96,97,40.7,13.2
2017-01-06T20:00,13.5,81,10.3,11.0,0.00,0.00,1026.1,1012.6,61,49,0,57,0.03,0.30,18.0,31.0,102,103,42.8,13.0
2017-01-06T21:00,13.8,82,10.7,11.1,0.00,0.00,1026.4,1012.9,40,34,0,30,0.03,0.29,19.7,32.6,99,101,47.2,12.9
2017-01-06T22:00,13.7,78,9.9,10.8,0.00,0.00,1026.6,1013.1,26,14,0,43,0.03,0.34,19.7,32.5,99,100,47.5,12.9
2017-01-06T23:00,13.4,81,10.1,10.6,0.00,0.00,1026.9,1013.4,56,29,0,98,0.03,0.30,19.2,32.2,103,104,47.2,12.8
2017-01-07T00:00,13.3,78,9.5,10.4,0.00,0.00,1026.9,1013.4,30,20,1,38,0.03,0.34,19.2,32.2,103,104,45.7,12.7
2017-01-07T01:00,13.3,80,9.8,10.6,0.00,0.00,1027.1,1013.6,35,22,0,52,0.03,0.31,18.5,31.3,103,105,45.7,12.1
2017-01-07T02:00,12.9,79,9.4,10.2,0.00,0.00,1026.8,1013.3,17,14,0,14,0.03,0.31,17.4,30.0,103,104,43.9,12.2
2017-01-07T03:00,12.6,80,9.3,10.2,0.00,0.00,1026.7,1013.2,27,29,0,2,0.02,0.29,15.5,27.5,103,104,41.4,12.2
2017-01-07T04:00,12.4,80,9.1,10.1,0.00,0.00,1026.9,1013.4,50,54,0,3,0.02,0.28,14.5,25.8,104,105,37.8,12.2
2017-01-07T05:00,12.1,84,9.4,10.1,0.00,0.00,1026.8,1013.3,34,38,0,0,0.01,0.23,12.9,24.1,108,107,34.6,12.1
2017-01-07T06:00,11.7,88,9.8,10.0,0.00,0.00,1026.8,1013.2,59,66,0,0,0.00,0.16,11.6,22.9,116,114,31.7,11.9
2017-01-07T07:00,11.6,88,9.7,9.9,0.00,0.00,1026.9,1013.3,56,62,0,0,0.00,0.16,11.3,22.4,121,118,29.2,11.8
2017-01-07T08:00,11.4,85,9.0,9.6,0.00,0.00,1027.2,1013.6,57,63,0,0,0.00,0.20,10.8,22.2,127,122,28.4,11.7
2017-01-07T09:00,11.7,81,8.5,9.7,0.00,0.00,1027.5,1013.9,58,64,0,0,0.03,0.27,11.1,22.4,126,123,28.4,11.7
2017-01-07T10:00,12.8,77,8.8,10.8,0.00,0.00,1027.9,1014.4,38,42,0,0,0.06,0.35,11.5,21.8,122,121,31.0,12.0
2017-01-07T11:00,13.7,72,8.8,11.4,0.00,0.00,1028.6,1015.1,4,4,0,0,0.12,0.44,14.2,21.7,114,114,34.9,12.6
2017-01-07T12:00,14.2,71,9.0,11.5,0.00,0.00,1028.6,1015.1,22,25,0,0,0.18,0.48,17.1,25.0,108,108,42.1,13.2
2017-01-07T13:00,14.4,71,9.2,11.8,0.00,0.00,1027.8,1014.4,28,31,0,0,0.22,0.47,16.4,23.6,105,106,45.0,14.3
2017-01-07T14:00,14.6,71,9.5,12.0,0.00,0.00,1027.1,1013.7,59,66,0,0,0.23,0.48,17.4,24.9,103,104,44.6,14.6
2017-01-07T15:00,14.5,72,9.6,11.9,0.00,0.00,1026.5,1013.1,61,68,0,0,0.23,0.46,17.3,24.3,102,102,43.6,14.8
2017-01-07T16:00,14.1,74,9.6,11.6,0.00,0.00,1026.6,1013.2,79,88,0,0,0.16,0.41,16.5,24.3,101,102,43.2,14.7
2017-01-07T17:00,13.7,76,9.5,11.3,0.00,0.00,1026.9,1013.4,76,85,0,0,0.11,0.38,15.7,23.4,101,101,41.4,14.4
2017-01-07T18:00,12.9,81,9.8,11.1,0.00,0.00,1027.1,1013.6,90,100,0,0,0.05,0.28,12.2,20.8,109,108,37.4,13.9
2017-01-07T19:00,12.4,83,9.6,10.8,0.00,0.00,1027.4,1013.9,77,86,0,0,0.03,0.24,10.5,19.6,117,116,29.5,13.4
2017-01-07T20:00,12.3,82,9.4,10.7,0.00,0.00,1027.6,1014.1,87,91,0,17,0.01,0.25,10.6,20.4,108,111,27.0,13.1
2017-01-07T21:00,12.2,81,9.1,10.5,0.00,0.00,1027.8,1014.3,100,85,0,84,0.01,0.27,10.5,20.5,112,114,27.0,12.8
2017-01-07T22:00,12.1,80,8.8,10.3,0.00,0.00,1027.8,1014.2,92,78,0,73,0.01,0.28,9.8,20.0,114,113,26.6,12.6
2017-01-07T23:00,12.1,82,9.2,10.4,0.00,0.00,1027.9,1014.3,68,56,0,58,0.01,0.25,10.2,21.1,108,107,25.6,12.4
2017-01-08T00:00,12.1,82,9.2,10.3,0.00,0.00,1027.5,1014.0,100,100,0,87,0.01,0.25,10.9,22.0,107,105,28.1,12.3
2017-01-08T01:00,12.3,82,9.3,10.6,0.00,0.00,1027.6,1014.1,100,100,0,70,0.01,0.26,10.5,20.4,106,104,27.4,12.7
2017-01-08T02:00,12.1,84,9.4,10.5,0.00,0.00,1027.1,1013.6,100,100,0,91,0.01,0.23,10.2,20.3,108,107,25.9,12.5
2017-01-08T03:00,12.2,85,9.7,10.7,0.00,0.00,1026.7,1013.2,91,76,0,74,0.00,0.22,10.2,19.6,113,110,25.6,12.5
2017-01-08T04:00,12.1,86,9.8,10.7,0.00,0.00,1026.7,1013.2,52,54,0,12,0.00,0.20,9.4,18.8,108,107,25.6,12.4
