"casual","registered","temperature_2m_max...C.","temperature_2m_min...C.","temperature_2m_mean...C.","apparent_temperature_max...C.","apparent_temperature_min...C.","apparent_temperature_mean...C.","daylight_duration..s.","sunshine_duration..s.","precipitation_sum..mm.","rain_sum..mm.","snowfall_sum..cm.","precipitation_hours..h.","wind_speed_10m_max..km.h.","wind_gusts_10m_max..km.h.","wind_direction_10m_dominant....","shortwave_radiation_sum..MJ.m..","et0_fao_evapotranspiration..mm.","Stosunki1","Stosunki2","Stosunki3","Stosunki4","Inne","Inne2","Inne3","Inne4"
-1.35267581888982,-0.869344255272508,-1.42603817602793,-1.29482962341232,-1.39162335932652,-1.37265055136948,-1.30097059304596,-1.36447415072787,-0.833086917882802,0.286908528881133,-0.475188242722922,-0.460301595125408,-0.0807322323704623,-0.624745879515477,0.470269741625832,0.280209423000259,0.642723833436863,-0.40091079028663,-0.647222115792536,-0.968701225075018,-1.05963196444857,-1.10356912577522,0.795959078151738,-0.991279393011138,-0.969289972099217,-0.647176787406903,-0.7476717237063
-1.0613754270776,-0.719188988842049,-1.06190945407294,-1.05715846756659,-1.1161128552831,-1.1699179492619,-1.14152038817515,-1.18410335578335,-0.238358345797233,0.638472814806334,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,1.42461362042424,1.12668571320974,0.977300856976453,0.702646726103776,-0.0564680437121021,-0.844979690251898,-0.830297332083286,-0.893166273702632,1.20690326436823,-0.874106572911786,-0.609440053633726,0.0211188332248324,-0.564258307294519
-0.756203588036223,-1.25955037527271,-1.08213882751488,-0.959929358356968,-1.12670941313092,-0.990577570474432,-0.931717487029359,-1.07752061331613,-1.26423590741636,0.124103977928958,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,0.0960172401362592,-0.399994738775219,0.810012345206658,-0.492757948018997,-0.861451614459066,-0.459062313555209,-0.727787780392697,-0.590249389571193,1.65065221295369,-0.813800773408361,-0.838296764989122,-0.746711050173358,-0.72561375905194
-1.30797893337366,-0.55816722286728,-0.970877273584188,-0.93832288964372,-1.0737266238918,-0.873616453873907,-0.856188442616873,-0.970937870848911,-0.813712856632169,-0.467677927712026,-0.475188242722922,-0.460301595125408,-0.0807322323704623,-0.624745879515477,-1.41970539089651,-1.37495403732007,-1.4692936276568,-0.744641819982003,-0.991287674256964,-0.136228406011314,-0.598341108302537,-0.318218876636368,1.55854537703085,-0.789185805848612,-0.846563131712172,-0.834968772596182,-0.736465475773519
-0.856386262468997,-0.405048365652009,-0.718010105559887,-1.18679727984608,-0.999550718957036,-0.647491628446227,-1.12473615608349,-0.962739198351432,-0.215766909964918,0.594333499614816,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.502786762247057,-0.422668210834402,1.40597766838655,0.652548276431576,-0.0499762407222071,-0.632445434125687,-0.75193096403537,-0.51545085617003,1.09459175487915,-0.446168480843662,-0.367936885174101,0.00512892682645869,-0.453492004132485
-0.639066922545594,-1.1810152194752,-0.677551358675999,-0.873503483503974,-0.798216119848381,-0.717668298406541,-0.780659398204387,-0.765971058411952,-1.255867168546,0.142712105163061,-0.4610360687135,-0.445683520727943,-0.151488930281356,-0.439568529416137,-0.652487762842886,-0.944158068195601,0.172224894084314,-0.53868152688518,-0.822500796519697,-0.00990651127256791,-0.309282066429777,-0.225390563098231,1.23885971095786,-0.69762439785566,-0.688972217200325,-0.742473804710903,-0.687616355121842
-1.26482331977185,-0.427275296538097,-1.03156539391002,-1.02474876449671,-1.0737266238918,-1.09194387152822,-0.956893835166854,-1.02832857833126,-0.794089248322569,0.345441847932497,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,0.208292990583131,0.0912638225070704,1.15504490073186,-0.37586156545053,-0.783549978580328,-0.471815628260661,-0.681227742358628,-0.756074217817182,1.5759499635992,-0.854752553832606,-0.795346987814187,-0.693349094413918,-0.709433203055091
-1.41895051120689,-2.22815063010867,-1.39569411586501,-0.733061436867858,-1.0737266238918,-1.36485314359611,-0.872972674708537,-1.14310999329596,-0.19319329892253,-1.89148453347604,3.67139874203774,1.11845043980076,12.938500183234,3.44915582266999,3.27716350279763,2.97835259804299,-1.92933703502374,-1.54204214393119,-1.41325486860013,0.0538277481127027,0.0114076945931983,-1.61051357962545,0.833667866170484,-0.936091695042784,-1.05833708910614,-1.00661366324896,-0.780129595949631
-1.02900871687624,-0.567057995221715,-0.920303839979328,-0.905913186573847,-0.904181698326621,-0.912603492740749,-0.831012094479378,-0.880752473376649,-1.24704835373001,0.147095164468844,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.315660511502271,-0.369763442696309,0.966845324990841,-0.542856397691197,-0.880927023428751,-0.229931331704313,-0.409922027671459,-0.464549223100427,1.59150639315227,-0.783489348387864,-0.784434901969966,-0.763400329881933,-0.715201900640331
-1.27098840742925,-0.639172037652133,-1.29454724865529,-1.15438757677621,-1.22207843376134,-1.24009461922222,-1.049207111671,-1.13491132079848,-0.77423540314309,-1.53356361906853,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.521499387321536,-0.724981171623503,-1.35428277581507,-0.876846062172531,-1.02374668920644,-0.59211751439972,-0.83593521757363,-0.961529319380011,1.20335805507592,-0.924928728862821,-0.96921770663005,-0.865449602858362,-0.760629595430502
-1.0552103394202,-0.427769228335566,-0.9304185267003,-0.905913186573847,-0.925374814022268,-0.990577570474432,-0.898149022846032,-0.970937870848911,-0.170652366661674,0.53770816284892,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,1.21877474460498,0.824372752420641,1.25960022058798,0.532868646659099,-0.309648360318002,-0.671001456486394,-0.654679994349358,-0.730912868258192,1.74444654081167,-0.7367679449942,-0.549399493000789,-0.202819589465942,-0.575937892110343
-0.859468806297698,-0.358124844892491,-0.718010105559887,-1.04635523320996,-1.01014727680486,-0.670883851766331,-0.990462299350181,-0.946341853356475,-1.2377898607625,0.151036340377263,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.540212012396014,-0.475572978972494,-0.214629789383338,-0.519198796457103,-0.9458450533277,0.149118694141489,-0.523191827471407,-0.0253970860791161,2.17028974045882,-0.673653983586577,-0.699217854828894,-0.781458741054452,-0.703733296653135
-1.31568529294541,-1.16175187937393,-1.13271226111974,-0.776274374294355,-0.988954161109213,-1.01396979379454,-0.982070183304349,-0.938143180858997,-0.754173602081138,-1.89148453347604,0.317333501804713,0.343692496735142,-0.0807322323704623,1.96773702187528,2.04213024788204,1.53480821027503,1.40597766838655,-1.5448253911352,-1.34184503571129,0.597868642659134,0.0871572574144762,-0.14920732647038,-0.217118011726898,-0.895516194377414,-1.03165507199036,-1.0003170253682,-0.777114764289041
-0.90878950755691,-0.559155086462217,-0.798927599327663,-0.873503483503974,-0.861795466935324,-0.920400900514117,-0.931717487029359,-0.979136543346389,-0.148160452573114,0.662833376132353,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,2.22925649862682,1.70108033870903,1.24914468860237,0.381181674040493,-0.101910664641366,-0.663862404933976,-0.649169862711933,-0.705486118249115,0.733975779903351,-0.696673246242948,-0.49739645843854,-0.134520204406867,-0.521136928995549
-0.992018190931831,-0.396651525095043,-0.505601684419474,-0.981535827070217,-0.734636772761437,-0.468151249658756,-0.872972674708537,-0.667586988442212,-1.2281020874376,-0.460497819375255,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.4653615120981,-0.777885939761595,0.193135958055538,-0.984001079526958,-1.04322209817612,0.719940928895629,0.0338017422805639,0.504718084584483,0.836776835395434,-0.696398004567475,-0.774899874788205,-0.886982099692302,-0.727654495133113
-0.887211700756005,-1.26103217066512,-1.26420318849238,-1.16519081113283,-1.28565778084828,-1.32586610472927,-1.32614694118345,-1.37267282322535,-0.733927611523281,0.38393406555411,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,2.62222162519088,1.94293070734032,1.08185617683257,0.145997285301554,-0.322631966297792,-0.915817613884133,-0.945428888412417,-1.02114703265562,0.934380627054699,-0.986502730516529,-0.830492094319083,-0.340625746731996,-0.684077521302283
1.80076651787105,-0.47271702190521,-0.222390456232257,-0.851897014790725,-0.533302173652781,-0.249823832004443,-0.872972674708537,-0.569202918472472,-0.125732410648458,0.667140911139336,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,0.114729865210737,-0.203491314262303,1.30142234853043,0.864075063936421,0.255138499802852,-0.471815628260661,-0.517944244950554,-0.340516834192796,0.667198053036706,-0.0535588772477035,0.0831481881147598,0.303620088766867,-0.146629636730091
-0.98739437518878,-0.263783871575985,-0.576404491466278,-0.765471139937731,-0.639267752131021,-0.608504589579385,-0.721914585883565,-0.634792298452298,-1.21795532577211,0.141034670737087,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.109821635683006,-0.452899506913312,1.1864114966887,-0.456575734366852,-0.757582766620749,0.012995161194424,-0.162972305860361,-0.135327150852884,1.15755195763585,-0.633534896332435,-0.623058079823424,-0.701577551731332,-0.663461021094374
-0.768533763351026,-1.22596301304485,-1.08213882751488,-1.2408134516292,-1.19028876021787,-1.09194387152822,-1.16669673631265,-1.13491132079848,-0.713518227057767,0.36491651712125,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.240810011204356,-0.694749875544593,-0.800139580577621,-0.0543965133872467,-0.601779494863271,-0.654298242379414,-0.847087350714617,-0.786620509120334,1.58210310026478,-0.841070603711285,-0.759888730942899,-0.538060882481798,-0.683618893692897
2.04737002416712,-0.553721836690063,-0.141472962464481,-0.916716420930471,-0.480319384413661,-0.257621239777811,-0.83940421052521,-0.511812210990123,-0.103384580278468,0.673694962788688,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.278235261353314,-0.452899506913312,-0.632851068807826,0.807018496254193,0.261630302792747,-0.432258736886123,-0.489390842410419,-0.347246849094256,0.564209814836527,-0.078201717382184,0.121517137494163,0.280597721754192,-0.123617662161096
-1.14922792619557,-0.848105187981358,-0.920303839979328,-0.743864671224482,-0.819409235544029,-0.811237191686961,-0.688346121700238,-0.72497769592456,-1.20724559782477,-1.82963742019137,0.274876979776447,0.314456347940212,-0.151488930281356,0.6714955711799,-1.15772863985381,-0.724981171623503,-0.883783836462518,-1.58379085199135,-1.37430405066076,1.57257037789472,0.865885015230771,0.784227147561225,-0.233759077848543,-0.877315403077749,-1.01867137603002,-1.00599857923022,-0.776630134766043
-1.30797893337366,-0.734006942766107,-0.363996070325866,-0.679045265084736,-0.448529710870189,-0.390177171925073,-0.747090934021061,-0.462620176005253,-0.692966244272844,-1.89148453347604,0.996637854256972,1.0599781422109,-0.151488930281356,0.85667292127924,1.21877474460498,1.23249524948593,-0.120530001512828,-1.39731328932261,-1.24446799086286,2.03491922884431,1.27428010533791,1.43319278126457,0.0390722284421298,-0.784088608744591,-0.896333966226818,-0.976287743035948,-0.759779652332806
0.0406339916829227,-0.268723189550671,0.0102473383500996,-0.495390281022123,-0.257791669609357,-0.0626860454436036,-0.470151104508613,-0.298646726055686,-0.0810813118832948,0.428980334825074,-0.4610360687135,-0.445683520727943,-0.151488930281356,-0.439568529416137,0.619970742221661,1.48190344213694,-0.580573408879765,0.360307320010409,-0.0305008317525226,-0.191752837328933,-0.258611589130986,-0.102539652376063,0.503536299722364,-0.0751670908082928,0.0197432684172689,-0.101916195235543,-0.27096775554815
0.368924909439553,-0.604102880031861,-0.556175118024334,-0.398161171812504,-0.469722826565837,-0.429164210791914,-0.302308783591978,-0.339640088543078,-1.19598627218805,-1.35147652214384,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-1.55069376641786,-1.48832139761598,-0.65376213277905,-1.19831111423581,-1.21200897591339,1.35866012946305,1.05900304172214,1.15679101572134,1.10644495320315,-0.739610947616812,-0.858651538804501,-0.949989484101224,-0.75326950086281
-1.10761358450811,-0.106219628183497,-0.455028250814614,-0.473783812308875,-0.501512500109309,-0.522733104072334,-0.478543220554445,-0.585600263467428,-0.672295429555079,0.402148671441835,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,0.994223243711234,0.58252238378936,0.935478729034004,0.159913521321609,-0.101910664641366,-0.442520357242698,-0.397349690866523,-0.408221223624723,0.310823872609305,-0.454767170148327,-0.352415868296339,-0.221089862911584,-0.457309715131319
-0.848679902897246,-0.869838187069977,-0.0605554686967046,-0.0740641411137752,0.00712227658624236,-0.187444569817496,-0.251956087316988,-0.118275931111163,-0.0586606969544399,-0.572936275448026,2.99209438958548,3.1211266322534,-0.151488930281356,1.5973823216766,1.06907374400915,2.21501237205051,0.10949170217064,-0.817006247286292,-0.530369661974428,0.216199898594741,0.302883347335371,0.138162636300901,-0.764477625913027,-0.557885244439324,-0.579606459112606,-0.720729445603839,-0.619464991963527
-0.25529021587235,-1.12470699456378,-0.222390456232257,0.0555746711657165,-0.0670536283485255,-0.0626860454436036,0.083728554516282,0.0129028288484905,-1.18419962984934,-1.89148453347604,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.820901388513194,-0.861022003978598,-0.601484472850989,-1.5698746159713,-1.40027126262034,4.6147948907985,4.27423734324001,4.38941597212069,0.278273725894378,-0.79519582977509,-0.94905564073245,-1.00720596637812,-0.772159669243053
-1.27715349508665,-1.08420458717136,-0.960762586863216,-0.992339061426841,-0.946567929717916,-0.920400900514117,-0.965285951212686,-0.888951145874127,-0.651522122295239,-0.500363386746095,0.458855241898933,0.431400943119929,0.202294559273112,0.85667292127924,-0.764763513289758,-0.747654643682685,-1.59476001148415,-0.913028275824675,-1.00427128023675,-0.0983985736850235,-0.378981631273093,-0.389511021433658,0.892804118439883,-0.823040531931851,-0.879166902551362,-0.866328945196269,-0.7433706108061
-0.577416045971579,-0.241556940689898,-0.667436671955027,-0.819487311720852,-0.692250541370141,-0.811237191686961,-0.747090934021061,-0.782368403406909,-0.0361242208910647,0.697951512580394,-0.376123024656968,-0.357975074343156,-0.151488930281356,-0.439568529416137,0.994223243711234,0.748794512223366,0.778645749249821,0.502252927414976,0.131794242994849,-0.667010906788835,-0.584962452051029,-0.664324733196668,0.363140835692932,-0.600516347491141,-0.375721482102704,0.0546454684242721,-0.420157617438896
-0.856386262468997,-0.483089589652051,-0.131358275743509,0.00155849938259498,0.0812981815210104,-0.0236990065767621,-0.159642810812839,0.0620948638333607,-1.17191092259438,-1.89148453347604,-0.347818676638124,-0.328738925548227,-0.151488930281356,0.115963520881882,0.133442490285216,0.0383590543689774,0.705457025350536,-1.69790398735581,-1.24446799086286,2.60294781715382,2.67915921530647,2.47246341970708,-2.14169986521344,-0.840377273414839,-0.998003451848249,-1.00728797758062,-0.771578220307933
-0.993559462846181,-0.392700070715294,-0.758468852443775,-0.93832288964372,-0.893585140478796,-0.748857929500015,-0.906541138891863,-0.847957783386735,-0.630668603480731,0.425606916145351,-0.446883894704078,-0.431065446330479,-0.151488930281356,-0.439568529416137,-0.727338263140801,-0.6418451074065,0.72636808932176,0.194704111371748,-0.510894253004743,-0.41877343300844,-0.573295569624153,-0.449982702247869,1.81393251299872,-0.599293438274797,-0.52159736111292,-0.423905844780913,-0.597834202660704
-0.862551350126399,-0.578418426563493,-0.920303839979328,-0.905913186573847,-0.935971371870093,-1.1465257259418,-0.990462299350181,-1.08571928581361,-0.0134882230839351,0.702715505849421,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,2.67835950041431,2.0487402436165,0.904112133077168,1.00323742413698,0.391466362590644,-0.864496261048534,-0.759984845896567,-0.8885820492985,0.58224601843597,-0.847003978057252,-0.436524844910182,0.47053338865324,-0.402757892650114
-1.19546608362608,-1.42452359562723,-1.1124828876778,-0.484587046665499,-0.830005793391853,-1.02956460934127,-0.470151104508613,-0.741375040919517,-1.15914391680973,-1.89148453347604,1.32213785647368,1.39619385335259,-0.151488930281356,2.70844642227264,-0.521499387321536,-0.724981171623503,-1.99207022693741,-1.75635217864004,-1.46518929251929,1.91569283849449,1.67927284186678,0.268111684023068,-1.31102901344744,-0.910553448445054,-1.06558772451257,-1.02152603357006,-0.780993767625766
-0.488022274939257,-0.456911204386214,-0.262849203116145,-0.927519655287095,-0.639267752131021,-0.343392725284863,-0.856188442616873,-0.642990970949777,-0.609755668699802,0.389862723009891,-0.262905632581591,-0.24103047916344,-0.151488930281356,0.115963520881882,1.08778636908363,0.00812775829006743,0.287235745926048,0.12512293127147,-0.264205739388738,-0.210074702156242,-0.440854082841465,-0.197215988270575,0.697587650803768,-0.345771466660827,-0.253645030938163,-0.317737786967861,-0.452373137944172
0.310356576694239,-0.211427101044312,-0.33365201016295,-1.11117463934971,-0.713443657065789,-0.460353841885387,-1.04081499562517,-0.765971058411952,0.00923392787450473,0.468601441965589,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,0.938085368487798,0.55229108771045,0.402246597767782,0.61079956837141,0.138286045984744,-0.483090297782872,-0.59909564695495,-0.438167346143719,0.528407109964381,-0.302805892712231,-0.104063539258994,0.107626983327674,-0.28072918156327
-1.23708042531354,-1.12470699456378,-1.2540885017714,-0.635832327658239,-0.935971371870093,-1.04515942488801,-0.596032845196089,-0.8233617658943,-1.1459208934828,-1.89148453347604,2.53922482128398,2.65334825153454,-0.151488930281356,2.5232690721733,-0.783476138364237,-1.15577714074797,1.42688873235778,-1.76887679105809,-1.51063191344855,1.93276388984004,1.70979262942817,0.523579698295054,-0.83149272561187,-0.912013274546616,-1.07317158402682,-1.02366743719087,-0.781624853888578
-0.494187362596659,-1.49713156985512,-1.27431787521335,-0.754667905581106,-1.05253350819616,-1.15432313371517,-0.8897569068002,-0.979136543346389,-0.588799657343217,-1.77697379664322,-0.0789273704591047,-0.0656135863938654,0.060781163451325,0.85667292127924,0.264430865806567,-0.558709043189497,1.39552213640094,-0.918594770232697,-1.03023849219633,-0.552852315451555,-0.539770045408995,-0.802206497566243,1.05499904290552,-0.897585733051227,-0.968470963448658,-0.873691728709525,-0.760721312078006
1.25053244444797,-0.592742448690083,-0.222390456232257,-0.408964406169129,-0.554495289348429,-0.203039385364233,-0.419798408233623,-0.52820955598508,0.0320273779926488,-0.666220709355018,0.388094371851823,0.431400943119929,-0.151488930281356,0.6714955711799,-0.371798386725707,1.17959048134783,-1.67840426736905,-0.609654330587464,-0.757582766620749,0.407608594471819,-0.0603550491322226,0.389595854317897,0.650548783688145,-0.495321766382648,-0.541839721976261,-0.736158942118469,-0.64281523545475
-0.984311831360079,-0.567551927019184,-1.06190945407294,-0.722258202511234,-0.872392024783148,-0.990577570474432,-0.637993425425248,-0.782368403406909,-1.13226561900016,-1.70860244393241,0.416398719870667,0.197511752760496,1.12213163211473,2.33809172207396,-0.671200387917365,-0.505804275051404,1.14458936874625,-1.46689446942289,-1.30938602076181,0.629060122257138,0.357132610905605,-0.144279030839468,0.132414150689791,-0.886966282078529,-1.01001557872312,-0.990616922583715,-0.774458368563883
-0.796276657809333,-1.75496396813374,-1.60810253700543,-1.15438757677621,-1.39162335932652,-1.637762415664,-1.31775482513762,-1.49565291068752,-0.567822850398386,0.383691592805332,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,2.6035090001164,2.0487402436165,0.966845324990841,0.00961817230500901,-0.225254921449369,-1.17904489829028,-1.0258901465288,-1.26840833002135,0.339433199674782,-1.17368797426955,-1.03549317135279,-0.3394069691393,-0.759964209715091
-0.027181972548494,-1.28276516975374,-1.16305632128266,-0.830290546077477,-0.914778256174445,-1.07634905598148,-0.763875166112724,-0.847957783386735,0.0548772732788933,-1.40034008097344,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,-0.727338263140801,-0.6418451074065,-2.12799214275037,-0.837880601316375,-0.978304068277174,-0.441894389913254,-0.349706111973825,-0.678304090742926,1.04888309552747,-0.869079057244593,-0.924629912153995,-0.847047200253138,-0.750521462443258
-1.01667854156144,-0.703877103120522,-1.40580880258599,-1.07876493627984,-1.20088531806569,-1.32586610472927,-1.06599134376267,-1.16770601078839,-1.11820037434922,0.202734710387249,-0.404427372675812,-0.431065446330479,0.060781163451325,-0.254391179316798,0.35799399117896,0.476712847513174,1.04003404889013,-0.282622784116158,-0.757582766620749,-0.911527739626901,-0.842811631684278,-1.06403708307811,1.73369192803096,-0.972552506863417,-0.950380507667179,-0.662280517200494,-0.746666700936119
-0.717671790177463,-1.36870930251328,-1.24397381505043,-1.37045226390869,-1.3810268014787,-1.21670239590211,-1.41006810164177,-1.38087149572283,-0.546843072655234,0.495441717768866,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,1.12521161923258,0.476712847513174,0.663634897408087,0.372831932428459,-0.192795906499894,-0.931671815839919,-1.01623479555483,-0.926614932237248,0.988919629234332,-0.91408629729227,-0.78856206320906,-0.189964333474202,-0.657113181911059
-1.15847555768167,-1.51046772838677,-1.31477662209724,-0.754667905581106,-1.02074383465268,-1.1465257259418,-0.780659398204387,-0.954540525853954,0.0777687597416321,-1.89148453347604,1.88822481685056,1.41081192775005,2.6080222882435,2.70844642227264,0.395419241327917,0.174399886724073,-1.26018298794456,-1.44045362098478,-1.25095979385276,-0.271053770961931,-0.231659663186454,-0.708118444956732,-0.219682763853173,-0.908184279592877,-1.03855642429581,-0.981495454394644,-0.776380365531016
0.307274032865538,-0.90787093547506,-0.616863238350167,-1.03555199885334,-0.904181698326621,-0.72546570617991,-1.049207111671,-0.970937870848911,-1.10374595511822,0.207972386758397,-0.475188242722922,-0.460301595125408,-0.151488930281356,-0.624745879515477,0.507694991774789,0.393576783296172,-0.120530001512828,-0.307672008952258,-0.40053360217653,-0.379106299080613,-0.61524590173794,-0.470857349953179,0.144166527428746,-0.664027493088688,-0.59336500149235,-0.524226048237985,-0.605527426409452
-1.28948367040145,-0.883174345601629,-1.02145070718905,-0.808684077364228,-0.914778256174445,-0.990577570474432,-0.8897569068002,-0.962739198351432,-0.525818732937266,-1.5599169618927,-0.0506230224402605,-0.0363774375989364,-0.0807322323704623,0.301140870981221,1.53688937087111,0.907508816637643,-0.0264302136423181,-1.45854472781085,-1.10164832508518,-0.00504431004111416,-0.216544550181669,-0.441136367666178,-1.24135931674344,-0.88633914914707,-1.00333503757346,-0.966564859361884,-0.768656658310166
